"","Cell","Batch","Group","ExpLibSize","Step"
"Cell1551","Cell1551","Batch1","Path1",8701.53819992262,395
"Cell1552","Cell1552","Batch1","Path1",8045.43816899737,677
"Cell1553","Cell1553","Batch1","Path2",7612.14841289558,971
"Cell1554","Cell1554","Batch1","Path3",8787.00544960996,436
"Cell1555","Cell1555","Batch1","Path2",8809.71649167247,722
"Cell1556","Cell1556","Batch1","Path1",7352.77568808658,878
"Cell1557","Cell1557","Batch1","Path1",8405.89025310638,720
"Cell1558","Cell1558","Batch1","Path3",8870.24486715485,802
"Cell1559","Cell1559","Batch1","Path3",8227.78183744501,930
"Cell1560","Cell1560","Batch1","Path3",9092.20704043664,704
"Cell1561","Cell1561","Batch1","Path2",8082.41130282371,1000
"Cell1562","Cell1562","Batch1","Path3",8043.43464200025,20
"Cell1563","Cell1563","Batch1","Path3",8530.86668570422,761
"Cell1564","Cell1564","Batch1","Path2",7884.81391234159,365
"Cell1565","Cell1565","Batch1","Path3",8010.89952639127,217
"Cell1566","Cell1566","Batch1","Path1",7199.9574946082,720
"Cell1567","Cell1567","Batch1","Path3",7616.74560829384,154
"Cell1568","Cell1568","Batch1","Path2",7390.14534129746,51
"Cell1569","Cell1569","Batch1","Path3",8266.75725121129,99
"Cell1570","Cell1570","Batch1","Path1",7576.96841377633,689
"Cell1571","Cell1571","Batch1","Path1",8037.36227392009,777
"Cell1572","Cell1572","Batch1","Path3",8143.88529939051,27
"Cell1573","Cell1573","Batch1","Path3",7782.34703439697,318
"Cell1574","Cell1574","Batch1","Path3",7595.24905378827,604
"Cell1575","Cell1575","Batch1","Path2",7887.46382145146,671
"Cell1576","Cell1576","Batch1","Path1",8330.09707325224,82
"Cell1577","Cell1577","Batch1","Path3",7312.07167406437,489
"Cell1578","Cell1578","Batch1","Path3",8576.02002062891,135
"Cell1579","Cell1579","Batch1","Path2",8142.7957934776,989
"Cell1580","Cell1580","Batch1","Path3",8382.75171338768,616
"Cell1581","Cell1581","Batch1","Path2",8446.07812042394,775
"Cell1582","Cell1582","Batch1","Path1",8124.22545113561,76
"Cell1583","Cell1583","Batch1","Path1",8207.49091109335,725
"Cell1584","Cell1584","Batch1","Path2",8348.71240570198,802
"Cell1585","Cell1585","Batch1","Path3",7896.38006368979,33
"Cell1586","Cell1586","Batch1","Path3",8358.60289137954,59
"Cell1587","Cell1587","Batch1","Path2",8118.50262872414,790
"Cell1588","Cell1588","Batch1","Path1",7205.82819372829,191
"Cell1589","Cell1589","Batch1","Path2",7949.60572915434,704
"Cell1590","Cell1590","Batch1","Path1",8416.55541758162,23
"Cell1591","Cell1591","Batch1","Path3",8985.69334384943,988
"Cell1592","Cell1592","Batch1","Path3",7723.06760544762,543
"Cell1593","Cell1593","Batch1","Path1",8402.52354235202,48
"Cell1594","Cell1594","Batch1","Path2",7541.97607028395,348
"Cell1595","Cell1595","Batch1","Path1",7852.35503332221,568
"Cell1596","Cell1596","Batch1","Path3",7373.68006964998,720
"Cell1597","Cell1597","Batch1","Path2",7826.84760474183,66
"Cell1598","Cell1598","Batch1","Path1",7809.01561145294,209
"Cell1599","Cell1599","Batch1","Path1",8466.11442390227,822
"Cell1600","Cell1600","Batch1","Path3",7925.81314259446,48
"Cell1601","Cell1601","Batch1","Path2",8523.21046950202,999
"Cell1602","Cell1602","Batch1","Path3",8331.88050967277,810
"Cell1603","Cell1603","Batch1","Path2",8146.24224405394,530
"Cell1604","Cell1604","Batch1","Path3",8122.79506229359,563
"Cell1605","Cell1605","Batch1","Path3",8029.63712971615,154
"Cell1606","Cell1606","Batch1","Path1",8319.12375243935,584
"Cell1607","Cell1607","Batch1","Path3",8206.01127656525,318
"Cell1608","Cell1608","Batch1","Path3",7841.58312995698,703
"Cell1609","Cell1609","Batch1","Path3",7938.54235859152,173
"Cell1610","Cell1610","Batch1","Path1",8168.69022259201,858
"Cell1611","Cell1611","Batch1","Path2",8008.708258234,717
"Cell1612","Cell1612","Batch1","Path1",7887.59007737146,432
"Cell1613","Cell1613","Batch1","Path1",7426.36702601279,608
"Cell1614","Cell1614","Batch1","Path2",8186.05544204665,957
"Cell1615","Cell1615","Batch1","Path2",8513.80945302743,71
"Cell1616","Cell1616","Batch1","Path2",8445.84381125364,424
"Cell1617","Cell1617","Batch1","Path2",8367.05797269457,834
"Cell1618","Cell1618","Batch1","Path1",8873.86037582223,19
"Cell1619","Cell1619","Batch1","Path3",8329.27663102633,107
"Cell1620","Cell1620","Batch1","Path3",8437.85397452678,834
"Cell1621","Cell1621","Batch1","Path1",8410.36136806767,475
"Cell1622","Cell1622","Batch1","Path3",8456.06770619123,844
"Cell1623","Cell1623","Batch1","Path2",8140.94903502553,961
"Cell1624","Cell1624","Batch1","Path1",7645.14135671235,218
"Cell1625","Cell1625","Batch1","Path3",8144.41161011827,910
"Cell1626","Cell1626","Batch1","Path1",8147.4559445391,653
"Cell1627","Cell1627","Batch1","Path3",8207.17908147695,195
"Cell1628","Cell1628","Batch1","Path3",8630.63966346716,621
"Cell1629","Cell1629","Batch1","Path1",8200.19492577026,293
"Cell1630","Cell1630","Batch1","Path2",7798.71293682642,466
"Cell1631","Cell1631","Batch1","Path2",7821.12242210991,353
"Cell1632","Cell1632","Batch1","Path1",7832.6568437299,371
"Cell1633","Cell1633","Batch1","Path3",7220.68536110877,520
"Cell1634","Cell1634","Batch1","Path2",8618.20121799732,568
"Cell1635","Cell1635","Batch1","Path1",7807.91398649517,201
"Cell1636","Cell1636","Batch1","Path1",7874.73072035953,733
"Cell1637","Cell1637","Batch1","Path1",8537.31093964885,72
"Cell1638","Cell1638","Batch1","Path2",8162.84348596449,65
"Cell1639","Cell1639","Batch1","Path1",8165.36797659277,977
"Cell1640","Cell1640","Batch1","Path1",8997.17828867404,89
"Cell1641","Cell1641","Batch1","Path3",8010.22415187475,821
"Cell1642","Cell1642","Batch1","Path2",8518.48885523864,760
"Cell1643","Cell1643","Batch1","Path3",8204.19866552947,131
"Cell1644","Cell1644","Batch1","Path3",8280.55235586625,364
"Cell1645","Cell1645","Batch1","Path2",7891.86521469508,824
"Cell1646","Cell1646","Batch1","Path3",7919.09547996528,888
"Cell1647","Cell1647","Batch1","Path1",7597.66793088573,685
"Cell1648","Cell1648","Batch1","Path1",7519.07289083397,818
"Cell1649","Cell1649","Batch1","Path3",8738.73836897119,932
"Cell1650","Cell1650","Batch1","Path1",8321.73899869831,779
"Cell1651","Cell1651","Batch1","Path2",8345.8256313723,855
"Cell1652","Cell1652","Batch1","Path2",8569.3076372423,151
"Cell1653","Cell1653","Batch1","Path3",8198.96714688291,602
"Cell1654","Cell1654","Batch1","Path3",8198.13949363045,639
"Cell1655","Cell1655","Batch1","Path2",8918.17368187914,736
"Cell1656","Cell1656","Batch1","Path2",7768.2755863634,755
"Cell1657","Cell1657","Batch1","Path1",8250.93512088297,755
"Cell1658","Cell1658","Batch1","Path1",8070.97100738549,546
"Cell1659","Cell1659","Batch1","Path2",8392.72063952606,899
"Cell1660","Cell1660","Batch1","Path2",7927.56291008506,754
"Cell1661","Cell1661","Batch1","Path3",7760.98431576541,768
"Cell1662","Cell1662","Batch1","Path3",7709.88773058283,452
"Cell1663","Cell1663","Batch1","Path1",7853.5040913117,403
"Cell1664","Cell1664","Batch1","Path3",8023.4243561529,889
"Cell1665","Cell1665","Batch1","Path3",8496.14650139583,902
"Cell1666","Cell1666","Batch1","Path1",7731.25648677524,479
"Cell1667","Cell1667","Batch1","Path2",8284.58085034949,695
"Cell1668","Cell1668","Batch1","Path2",8485.77920666788,731
"Cell1669","Cell1669","Batch1","Path1",7399.08690452342,553
"Cell1670","Cell1670","Batch1","Path2",7939.65766679107,202
"Cell1671","Cell1671","Batch1","Path1",8331.23684421101,599
"Cell1672","Cell1672","Batch1","Path1",8595.25961253286,340
"Cell1673","Cell1673","Batch1","Path2",7810.34914761285,15
"Cell1674","Cell1674","Batch1","Path1",7902.80856883326,917
"Cell1675","Cell1675","Batch1","Path2",7645.24748732114,794
"Cell1676","Cell1676","Batch1","Path2",8201.66571680878,833
"Cell1677","Cell1677","Batch1","Path3",7758.0334832234,794
"Cell1678","Cell1678","Batch1","Path1",8256.42589918758,737
"Cell1679","Cell1679","Batch1","Path1",7848.00782616344,877
"Cell1680","Cell1680","Batch1","Path2",8581.96084407426,955
"Cell1681","Cell1681","Batch1","Path3",8105.01584897402,811
"Cell1682","Cell1682","Batch1","Path2",8064.40778309209,975
"Cell1683","Cell1683","Batch1","Path2",7940.33239947832,621
"Cell1684","Cell1684","Batch1","Path1",7406.7769964351,306
"Cell1685","Cell1685","Batch1","Path1",8095.72772323549,544
"Cell1686","Cell1686","Batch1","Path3",7078.47298525759,522
"Cell1687","Cell1687","Batch1","Path1",8272.96152803523,822
"Cell1688","Cell1688","Batch1","Path1",8381.65964807271,428
"Cell1689","Cell1689","Batch1","Path3",8125.93164539668,211
"Cell1690","Cell1690","Batch1","Path2",7641.53434857914,449
"Cell1691","Cell1691","Batch1","Path3",7704.79195344633,40
"Cell1692","Cell1692","Batch1","Path2",7813.95057520561,11
"Cell1693","Cell1693","Batch1","Path3",7981.99241336127,938
"Cell1694","Cell1694","Batch1","Path2",8143.52539559984,635
"Cell1695","Cell1695","Batch1","Path1",8883.14572401645,228
"Cell1696","Cell1696","Batch1","Path1",8422.55839112621,423
"Cell1697","Cell1697","Batch1","Path1",8167.68941615722,434
"Cell1698","Cell1698","Batch1","Path3",8603.89476703229,360
"Cell1699","Cell1699","Batch1","Path2",7493.8954638925,983
"Cell1700","Cell1700","Batch1","Path1",8534.42112094592,491
"Cell1701","Cell1701","Batch1","Path2",7588.99233687114,172
"Cell1702","Cell1702","Batch1","Path1",8404.23029291734,798
"Cell1703","Cell1703","Batch1","Path1",8526.9711364502,651
"Cell1704","Cell1704","Batch1","Path3",9079.50040933108,133
"Cell1705","Cell1705","Batch1","Path1",8855.03029997746,986
"Cell1706","Cell1706","Batch1","Path2",8324.6424078142,875
"Cell1707","Cell1707","Batch1","Path1",8229.62706435409,179
"Cell1708","Cell1708","Batch1","Path3",8185.18209810617,18
"Cell1709","Cell1709","Batch1","Path2",9189.66302054679,121
"Cell1710","Cell1710","Batch1","Path1",8615.88752412051,221
"Cell1711","Cell1711","Batch1","Path3",7352.30335254815,704
"Cell1712","Cell1712","Batch1","Path1",8163.00113123636,950
"Cell1713","Cell1713","Batch1","Path1",8255.33236691744,993
"Cell1714","Cell1714","Batch1","Path3",7788.87839346779,343
"Cell1715","Cell1715","Batch1","Path3",7810.12357684575,703
"Cell1716","Cell1716","Batch1","Path1",8416.62556841096,142
"Cell1717","Cell1717","Batch1","Path3",8747.83381574955,269
"Cell1718","Cell1718","Batch1","Path3",7850.70204255928,276
"Cell1719","Cell1719","Batch1","Path1",8493.78740986971,710
"Cell1720","Cell1720","Batch1","Path1",8211.33482011152,172
"Cell1721","Cell1721","Batch1","Path3",7586.28591483547,361
"Cell1722","Cell1722","Batch1","Path2",8115.97542256252,36
"Cell1723","Cell1723","Batch1","Path3",7449.65693282077,914
"Cell1724","Cell1724","Batch1","Path2",8035.16530046552,862
"Cell1725","Cell1725","Batch1","Path2",7932.31502351249,660
"Cell1726","Cell1726","Batch1","Path2",8657.92730223029,882
"Cell1727","Cell1727","Batch1","Path3",8263.20475989339,300
"Cell1728","Cell1728","Batch1","Path1",7611.12180628441,790
"Cell1729","Cell1729","Batch1","Path3",8345.87388617005,398
"Cell1730","Cell1730","Batch1","Path3",8493.49413020423,788
"Cell1731","Cell1731","Batch1","Path1",8546.96996626829,505
"Cell1732","Cell1732","Batch1","Path3",7613.01802850211,968
"Cell1733","Cell1733","Batch1","Path3",8938.48127369069,919
"Cell1734","Cell1734","Batch1","Path2",7708.39048021984,601
"Cell1735","Cell1735","Batch1","Path2",7964.51052091813,287
"Cell1736","Cell1736","Batch1","Path2",8436.01701173683,839
"Cell1737","Cell1737","Batch1","Path2",7663.57979404609,583
"Cell1738","Cell1738","Batch1","Path2",8357.58613848816,410
"Cell1739","Cell1739","Batch1","Path3",8472.54027952568,940
"Cell1740","Cell1740","Batch1","Path2",8131.00231639882,256
"Cell1741","Cell1741","Batch1","Path2",7326.56763663013,992
"Cell1742","Cell1742","Batch1","Path2",7820.81644555959,918
"Cell1743","Cell1743","Batch1","Path3",7559.84106692274,199
"Cell1744","Cell1744","Batch1","Path1",7407.7611852147,643
"Cell1745","Cell1745","Batch1","Path1",8076.18337453985,216
"Cell1746","Cell1746","Batch1","Path1",8203.85230988952,799
"Cell1747","Cell1747","Batch1","Path2",7904.38106164904,950
"Cell1748","Cell1748","Batch1","Path1",8268.99526743866,120
"Cell1749","Cell1749","Batch1","Path2",7660.97560315808,14
"Cell1750","Cell1750","Batch1","Path2",8233.57313795141,733
"Cell1751","Cell1751","Batch1","Path1",8229.12999822326,410
"Cell1752","Cell1752","Batch1","Path3",7630.81772894262,783
"Cell1753","Cell1753","Batch1","Path2",8216.86027135224,243
"Cell1754","Cell1754","Batch1","Path3",8173.46287108798,955
"Cell1755","Cell1755","Batch1","Path3",8241.44089612709,652
"Cell1756","Cell1756","Batch1","Path2",8266.28172874357,311
"Cell1757","Cell1757","Batch1","Path3",8332.36226415751,569
"Cell1758","Cell1758","Batch1","Path3",8411.79754838105,913
"Cell1759","Cell1759","Batch1","Path1",8034.64440474912,778
"Cell1760","Cell1760","Batch1","Path3",8000.48190786747,682
"Cell1761","Cell1761","Batch1","Path2",7518.13295493017,700
"Cell1762","Cell1762","Batch1","Path1",8097.75325082416,883
"Cell1763","Cell1763","Batch1","Path2",8299.01322185151,503
"Cell1764","Cell1764","Batch1","Path2",8333.22491403969,672
"Cell1765","Cell1765","Batch1","Path1",8036.11238328934,809
"Cell1766","Cell1766","Batch1","Path3",8333.54747843799,383
"Cell1767","Cell1767","Batch1","Path2",8209.16150348979,319
"Cell1768","Cell1768","Batch1","Path3",8115.85934782167,894
"Cell1769","Cell1769","Batch1","Path2",8414.73763382643,883
"Cell1770","Cell1770","Batch1","Path1",8172.61704998283,540
"Cell1771","Cell1771","Batch1","Path3",8117.3923821735,137
"Cell1772","Cell1772","Batch1","Path1",8445.77615519063,868
"Cell1773","Cell1773","Batch1","Path3",7567.22163026121,794
"Cell1774","Cell1774","Batch1","Path1",8221.41620089082,35
"Cell1775","Cell1775","Batch1","Path3",7744.46348754006,275
"Cell1776","Cell1776","Batch1","Path3",8182.71836196825,751
"Cell1777","Cell1777","Batch1","Path1",8211.94987708692,849
"Cell1778","Cell1778","Batch1","Path1",8565.63213252985,953
"Cell1779","Cell1779","Batch1","Path1",8474.02332996541,880
"Cell1780","Cell1780","Batch1","Path2",7632.32999030094,977
"Cell1781","Cell1781","Batch1","Path3",7367.9382919513,733
"Cell1782","Cell1782","Batch1","Path2",7678.90754119561,64
"Cell1783","Cell1783","Batch1","Path2",8194.72681068062,507
"Cell1784","Cell1784","Batch1","Path2",7972.8929357619,930
"Cell1785","Cell1785","Batch1","Path1",8445.92540745645,867
"Cell1786","Cell1786","Batch1","Path1",8567.04800097575,269
"Cell1787","Cell1787","Batch1","Path3",7782.25675309706,968
"Cell1788","Cell1788","Batch1","Path3",7913.5145083115,609
"Cell1789","Cell1789","Batch1","Path1",7620.8984435415,785
"Cell1790","Cell1790","Batch1","Path1",7812.2335204619,120
"Cell1791","Cell1791","Batch1","Path3",8108.60914371253,144
"Cell1792","Cell1792","Batch1","Path2",8975.63351093914,164
"Cell1793","Cell1793","Batch1","Path1",8779.44296148585,993
"Cell1794","Cell1794","Batch1","Path3",7531.57487894708,191
"Cell1795","Cell1795","Batch1","Path1",7774.68377624962,711
"Cell1796","Cell1796","Batch1","Path2",8176.20411595975,748
"Cell1797","Cell1797","Batch1","Path2",8132.49933903763,884
"Cell1798","Cell1798","Batch1","Path2",8169.44082119892,563
"Cell1799","Cell1799","Batch1","Path2",8182.09279463529,326
"Cell1800","Cell1800","Batch1","Path1",8218.80027344352,647
"Cell1801","Cell1801","Batch1","Path3",8301.15152681538,362
"Cell1802","Cell1802","Batch1","Path2",7597.7774002319,583
"Cell1803","Cell1803","Batch1","Path2",7952.60113188319,535
"Cell1804","Cell1804","Batch1","Path1",7924.01463990682,74
"Cell1805","Cell1805","Batch1","Path1",8559.07093307775,817
"Cell1806","Cell1806","Batch1","Path3",8150.97257280976,860
"Cell1807","Cell1807","Batch1","Path2",8029.17185080864,950
"Cell1808","Cell1808","Batch1","Path1",7965.75281004423,835
"Cell1809","Cell1809","Batch1","Path1",7816.44701193768,455
"Cell1810","Cell1810","Batch1","Path1",7859.94875007053,547
"Cell1811","Cell1811","Batch1","Path2",7977.3030244468,114
"Cell1812","Cell1812","Batch1","Path1",7474.76417650796,924
"Cell1813","Cell1813","Batch1","Path3",8526.6081990753,929
"Cell1814","Cell1814","Batch1","Path3",7278.88597380899,631
"Cell1815","Cell1815","Batch1","Path3",7341.99245143206,692
"Cell1816","Cell1816","Batch1","Path1",7562.38029288232,812
"Cell1817","Cell1817","Batch1","Path1",7920.99112401147,256
"Cell1818","Cell1818","Batch1","Path1",8486.67193850404,422
"Cell1819","Cell1819","Batch1","Path1",8408.94830038507,263
"Cell1820","Cell1820","Batch1","Path1",8114.19327097938,147
"Cell1821","Cell1821","Batch1","Path3",8103.49882429071,925
"Cell1822","Cell1822","Batch1","Path3",7375.71347708554,12
"Cell1823","Cell1823","Batch1","Path1",7634.75817961911,574
"Cell1824","Cell1824","Batch1","Path2",8933.94653722692,588
"Cell1825","Cell1825","Batch1","Path1",8748.01527808089,776
"Cell1826","Cell1826","Batch1","Path3",8251.97478468998,15
"Cell1827","Cell1827","Batch1","Path1",7715.7486410119,484
"Cell1828","Cell1828","Batch1","Path1",7498.89059937254,261
"Cell1829","Cell1829","Batch1","Path3",7825.07782074987,471
"Cell1830","Cell1830","Batch1","Path2",7612.97295460135,72
"Cell1831","Cell1831","Batch1","Path1",7932.12348102628,217
"Cell1832","Cell1832","Batch1","Path2",8306.40760534712,59
"Cell1833","Cell1833","Batch1","Path2",7732.68611070223,184
"Cell1834","Cell1834","Batch1","Path3",8105.76412666925,311
"Cell1835","Cell1835","Batch1","Path1",8406.24499751032,608
"Cell1836","Cell1836","Batch1","Path1",8072.13586236776,109
"Cell1837","Cell1837","Batch1","Path3",8255.8763487216,952
"Cell1838","Cell1838","Batch1","Path2",7662.64455325464,841
"Cell1839","Cell1839","Batch1","Path1",8260.17136132865,598
"Cell1840","Cell1840","Batch1","Path1",8229.16916942512,963
"Cell1841","Cell1841","Batch1","Path2",7817.74922573668,837
"Cell1842","Cell1842","Batch1","Path1",7753.88013579991,478
"Cell1843","Cell1843","Batch1","Path2",7798.0666185285,720
"Cell1844","Cell1844","Batch1","Path2",7998.07069560679,326
"Cell1845","Cell1845","Batch1","Path2",8368.25479420535,567
"Cell1846","Cell1846","Batch1","Path1",7827.00634449369,352
"Cell1847","Cell1847","Batch1","Path3",8264.35420317113,556
"Cell1848","Cell1848","Batch1","Path2",8155.46844079784,414
"Cell1849","Cell1849","Batch1","Path3",7556.80134758042,667
"Cell1850","Cell1850","Batch1","Path3",8349.41002733899,726
"Cell1851","Cell1851","Batch1","Path1",8827.15697576335,6
"Cell1852","Cell1852","Batch1","Path3",7944.56279041465,576
"Cell1853","Cell1853","Batch1","Path1",8253.07862048501,92
"Cell1854","Cell1854","Batch1","Path2",8793.3532905225,934
"Cell1855","Cell1855","Batch1","Path2",9002.2791219688,58
"Cell1856","Cell1856","Batch1","Path1",8275.03701650473,770
"Cell1857","Cell1857","Batch1","Path2",8060.24714379535,703
"Cell1858","Cell1858","Batch1","Path3",7777.16764613449,526
"Cell1859","Cell1859","Batch1","Path1",8605.91944907575,279
"Cell1860","Cell1860","Batch1","Path1",8227.50193213659,146
"Cell1861","Cell1861","Batch1","Path1",8789.05852880057,635
"Cell1862","Cell1862","Batch1","Path1",8228.02069973985,169
"Cell1863","Cell1863","Batch1","Path1",8786.19675997525,537
"Cell1864","Cell1864","Batch1","Path3",8362.84577929787,747
"Cell1865","Cell1865","Batch1","Path3",8249.36211980737,126
"Cell1866","Cell1866","Batch1","Path1",8554.79393940084,218
"Cell1867","Cell1867","Batch1","Path2",8069.76066359079,197
"Cell1868","Cell1868","Batch1","Path2",7934.65435158742,763
"Cell1869","Cell1869","Batch1","Path2",8155.12028616653,698
"Cell1870","Cell1870","Batch1","Path3",8147.09437665741,223
"Cell1871","Cell1871","Batch1","Path2",7607.12348537496,951
"Cell1872","Cell1872","Batch1","Path1",7800.09962963071,870
"Cell1873","Cell1873","Batch1","Path2",7557.79639987963,205
"Cell1874","Cell1874","Batch1","Path3",8565.82578054044,95
"Cell1875","Cell1875","Batch1","Path3",8674.9420741786,262
"Cell1876","Cell1876","Batch1","Path3",8610.32381431184,475
"Cell1877","Cell1877","Batch1","Path2",8198.73082896206,486
"Cell1878","Cell1878","Batch1","Path3",8618.64114774227,658
"Cell1879","Cell1879","Batch1","Path1",7984.53691535499,969
"Cell1880","Cell1880","Batch1","Path2",7623.30432257095,168
"Cell1881","Cell1881","Batch1","Path1",8521.38105760789,891
"Cell1882","Cell1882","Batch1","Path1",8525.49974623442,870
"Cell1883","Cell1883","Batch1","Path3",8031.94255541498,216
"Cell1884","Cell1884","Batch1","Path1",8352.09452983947,390
"Cell1885","Cell1885","Batch1","Path2",7796.70218286439,186
"Cell1886","Cell1886","Batch1","Path1",7991.32443167714,421
"Cell1887","Cell1887","Batch1","Path1",7792.33280987074,626
"Cell1888","Cell1888","Batch1","Path2",8210.38830364182,649
"Cell1889","Cell1889","Batch1","Path2",8264.52413750206,244
"Cell1890","Cell1890","Batch1","Path1",8832.56266155721,834
"Cell1891","Cell1891","Batch1","Path2",9223.77332565256,161
"Cell1892","Cell1892","Batch1","Path3",7723.50485697996,198
"Cell1893","Cell1893","Batch1","Path1",8023.97276530805,993
"Cell1894","Cell1894","Batch1","Path1",8054.63896699524,601
"Cell1895","Cell1895","Batch1","Path1",7925.40084880671,9
"Cell1896","Cell1896","Batch1","Path2",7884.99038385628,814
"Cell1897","Cell1897","Batch1","Path3",7662.08573664568,703
"Cell1898","Cell1898","Batch1","Path1",8474.17670958107,688
"Cell1899","Cell1899","Batch1","Path1",8061.21136717544,825
"Cell1900","Cell1900","Batch1","Path3",8545.25361353553,602
"Cell1901","Cell1901","Batch1","Path3",8109.466362037,348
"Cell1902","Cell1902","Batch1","Path1",8222.41728479758,999
"Cell1903","Cell1903","Batch1","Path2",8515.3081963755,511
"Cell1904","Cell1904","Batch1","Path3",7877.83267394445,936
"Cell1905","Cell1905","Batch1","Path1",8685.11708336203,349
"Cell1906","Cell1906","Batch1","Path2",8127.73064720544,333
"Cell1907","Cell1907","Batch1","Path2",8534.70985375515,451
"Cell1908","Cell1908","Batch1","Path3",7741.32249696864,34
"Cell1909","Cell1909","Batch1","Path2",7853.65283086928,912
"Cell1910","Cell1910","Batch1","Path1",7731.24175073082,122
"Cell1911","Cell1911","Batch1","Path2",9018.06800504215,710
"Cell1912","Cell1912","Batch1","Path1",8674.7664502475,836
"Cell1913","Cell1913","Batch1","Path1",8402.7472955646,406
"Cell1914","Cell1914","Batch1","Path3",7799.06146325767,287
"Cell1915","Cell1915","Batch1","Path3",7693.44007478176,964
"Cell1916","Cell1916","Batch1","Path3",7942.6419576926,609
"Cell1917","Cell1917","Batch1","Path3",7801.40892233574,438
"Cell1918","Cell1918","Batch1","Path1",8083.90180235021,980
"Cell1919","Cell1919","Batch1","Path3",8437.70551975071,382
"Cell1920","Cell1920","Batch1","Path2",8712.80320464924,744
"Cell1921","Cell1921","Batch1","Path3",8295.05586051121,504
"Cell1922","Cell1922","Batch1","Path3",7820.23858779399,42
"Cell1923","Cell1923","Batch1","Path3",7890.92061445454,647
"Cell1924","Cell1924","Batch1","Path3",7480.08821942168,604
"Cell1925","Cell1925","Batch1","Path1",7798.65286504578,558
"Cell1926","Cell1926","Batch1","Path3",7421.00482549637,372
"Cell1927","Cell1927","Batch1","Path3",7891.78286433449,161
"Cell1928","Cell1928","Batch1","Path1",8568.8822629163,418
"Cell1929","Cell1929","Batch1","Path2",8364.5920116123,43
"Cell1930","Cell1930","Batch1","Path2",8374.13810954739,741
"Cell1931","Cell1931","Batch1","Path1",7933.34460142053,517
"Cell1932","Cell1932","Batch1","Path2",8328.54841079888,572
"Cell1933","Cell1933","Batch1","Path3",7847.9486828113,598
"Cell1934","Cell1934","Batch1","Path2",7954.96417892945,218
"Cell1935","Cell1935","Batch1","Path3",8373.67591651262,742
"Cell1936","Cell1936","Batch1","Path2",7794.21103802414,60
"Cell1937","Cell1937","Batch1","Path2",8319.01677459141,729
"Cell1938","Cell1938","Batch1","Path1",8795.28079105149,634
"Cell1939","Cell1939","Batch1","Path1",7895.85783027158,406
"Cell1940","Cell1940","Batch1","Path2",7572.36824163483,922
"Cell1941","Cell1941","Batch1","Path3",7785.33838456525,239
"Cell1942","Cell1942","Batch1","Path2",8266.92226093203,386
"Cell1943","Cell1943","Batch1","Path1",8151.88863806178,219
"Cell1944","Cell1944","Batch1","Path1",7755.75305549675,199
"Cell1945","Cell1945","Batch1","Path2",8151.07429662733,949
"Cell1946","Cell1946","Batch1","Path1",8056.58696584572,697
"Cell1947","Cell1947","Batch1","Path3",8394.21204691837,47
"Cell1948","Cell1948","Batch1","Path1",7623.44751221986,541
"Cell1949","Cell1949","Batch1","Path1",8467.4525416902,292
"Cell1950","Cell1950","Batch1","Path1",7757.44816235849,330
"Cell1951","Cell1951","Batch1","Path3",7817.94572818547,966
"Cell1952","Cell1952","Batch1","Path2",9313.0298103222,159
"Cell1953","Cell1953","Batch1","Path2",7725.64204477892,970
"Cell1954","Cell1954","Batch1","Path3",9214.10280155496,116
"Cell1955","Cell1955","Batch1","Path3",8651.62025003725,286
"Cell1956","Cell1956","Batch1","Path1",8179.1724580145,787
"Cell1957","Cell1957","Batch1","Path2",8132.09771334435,972
"Cell1958","Cell1958","Batch1","Path1",8296.52376446927,856
"Cell1959","Cell1959","Batch1","Path2",7870.6868922031,580
"Cell1960","Cell1960","Batch1","Path1",9184.98370014751,17
"Cell1961","Cell1961","Batch1","Path1",8001.89945987533,494
"Cell1962","Cell1962","Batch1","Path3",8961.81947913739,160
"Cell1963","Cell1963","Batch1","Path2",7971.73530578092,873
"Cell1964","Cell1964","Batch1","Path2",7643.19369472662,155
"Cell1965","Cell1965","Batch1","Path2",8193.76028228943,523
"Cell1966","Cell1966","Batch1","Path2",8245.66474871831,380
"Cell1967","Cell1967","Batch1","Path2",8350.02804152607,300
"Cell1968","Cell1968","Batch1","Path1",8712.53052813788,227
"Cell1969","Cell1969","Batch1","Path2",8307.90606442863,330
"Cell1970","Cell1970","Batch1","Path1",7831.74758269488,354
"Cell1971","Cell1971","Batch1","Path3",8336.60050958486,739
"Cell1972","Cell1972","Batch1","Path1",7878.94638687583,798
"Cell1973","Cell1973","Batch1","Path2",7761.25386780362,201
"Cell1974","Cell1974","Batch1","Path3",8377.02208408936,210
"Cell1975","Cell1975","Batch1","Path3",8007.34072724464,7
"Cell1976","Cell1976","Batch1","Path3",7793.8395999739,168
"Cell1977","Cell1977","Batch1","Path2",7932.65043665566,80
"Cell1978","Cell1978","Batch1","Path2",8340.10569938493,644
"Cell1979","Cell1979","Batch1","Path2",7674.41771314313,507
"Cell1980","Cell1980","Batch1","Path2",8151.64135215134,996
"Cell1981","Cell1981","Batch1","Path2",7554.95313759386,348
"Cell1982","Cell1982","Batch1","Path1",8025.59173609043,985
"Cell1983","Cell1983","Batch1","Path3",8043.81051764137,954
"Cell1984","Cell1984","Batch1","Path2",8089.36031483255,737
"Cell1985","Cell1985","Batch1","Path3",8736.57640219016,29
"Cell1986","Cell1986","Batch1","Path3",8029.73047464085,115
