"","Cell","Batch","Group","ExpLibSize","Step"
"Cell1515","Cell1515","Batch1","Path2",21802.7715544766,737
"Cell1516","Cell1516","Batch1","Path2",21404.2203093451,426
"Cell1517","Cell1517","Batch1","Path1",21407.6525698969,843
"Cell1518","Cell1518","Batch1","Path3",21946.21696976,938
"Cell1519","Cell1519","Batch1","Path1",22456.5670152077,848
"Cell1523","Cell1523","Batch1","Path3",20369.7741723627,422
"Cell1525","Cell1525","Batch1","Path1",22422.9550165222,552
"Cell1528","Cell1528","Batch1","Path1",22538.1821775832,480
"Cell1530","Cell1530","Batch1","Path1",20431.5409215388,934
"Cell1531","Cell1531","Batch1","Path2",21443.7845213316,884
"Cell1533","Cell1533","Batch1","Path3",22173.9512577201,427
"Cell1534","Cell1534","Batch1","Path1",22365.5526383835,560
"Cell1535","Cell1535","Batch1","Path3",20601.7152117642,969
"Cell1536","Cell1536","Batch1","Path3",20475.6004009454,438
"Cell1538","Cell1538","Batch1","Path3",22335.890406822,772
"Cell1540","Cell1540","Batch1","Path3",24690.4400423383,463
"Cell1541","Cell1541","Batch1","Path2",22055.0579291616,664
"Cell1542","Cell1542","Batch1","Path3",21717.2748595644,687
"Cell1544","Cell1544","Batch1","Path3",23466.9270286225,931
"Cell1549","Cell1549","Batch1","Path1",22297.3090866814,852
"Cell1551","Cell1551","Batch1","Path1",22903.678111469,930
"Cell1553","Cell1553","Batch1","Path1",21208.9230384962,713
"Cell1554","Cell1554","Batch1","Path1",22209.6070102814,882
"Cell1555","Cell1555","Batch1","Path1",20491.514441267,505
"Cell1556","Cell1556","Batch1","Path3",19802.2950265654,669
"Cell1558","Cell1558","Batch1","Path3",22724.6867096303,737
"Cell1560","Cell1560","Batch1","Path2",21571.5617153171,735
"Cell1561","Cell1561","Batch1","Path1",22180.915956645,504
"Cell1564","Cell1564","Batch1","Path1",24288.3870717375,942
"Cell1568","Cell1568","Batch1","Path2",22429.5012038716,644
"Cell1570","Cell1570","Batch1","Path1",23472.2198118905,725
"Cell1572","Cell1572","Batch1","Path2",22129.8233633928,916
"Cell1573","Cell1573","Batch1","Path3",22902.5538712086,699
"Cell1574","Cell1574","Batch1","Path1",21491.9434513202,957
"Cell1576","Cell1576","Batch1","Path2",21289.4418158006,449
"Cell1578","Cell1578","Batch1","Path2",22416.5353294512,634
"Cell1579","Cell1579","Batch1","Path2",20187.7466923792,730
"Cell1583","Cell1583","Batch1","Path2",21767.9921704448,686
"Cell1585","Cell1585","Batch1","Path3",23111.161183309,516
"Cell1588","Cell1588","Batch1","Path1",20945.832906006,891
"Cell1591","Cell1591","Batch1","Path1",21168.471666183,857
"Cell1592","Cell1592","Batch1","Path1",19992.3654614559,877
"Cell1593","Cell1593","Batch1","Path1",23466.9160459273,627
"Cell1594","Cell1594","Batch1","Path3",22500.7248357186,785
"Cell1595","Cell1595","Batch1","Path2",20277.6818347979,711
"Cell1597","Cell1597","Batch1","Path1",23010.4527859637,512
"Cell1599","Cell1599","Batch1","Path2",21784.6182904685,846
"Cell1602","Cell1602","Batch1","Path1",22451.734264654,441
"Cell1607","Cell1607","Batch1","Path2",22489.0429289732,499
"Cell1608","Cell1608","Batch1","Path3",22430.6031887889,744
"Cell1609","Cell1609","Batch1","Path1",22695.8102825289,584
"Cell1610","Cell1610","Batch1","Path1",23433.8900604801,503
"Cell1611","Cell1611","Batch1","Path1",21769.7862399452,524
"Cell1613","Cell1613","Batch1","Path3",21758.0447246018,590
"Cell1615","Cell1615","Batch1","Path1",23543.4793952312,870
"Cell1616","Cell1616","Batch1","Path1",21896.2711938471,758
"Cell1618","Cell1618","Batch1","Path3",21578.1777809073,749
"Cell1619","Cell1619","Batch1","Path2",23286.1329325742,603
"Cell1621","Cell1621","Batch1","Path2",21115.8998876199,739
"Cell1622","Cell1622","Batch1","Path1",22260.9879577929,587
"Cell1623","Cell1623","Batch1","Path1",22028.7011727713,809
"Cell1624","Cell1624","Batch1","Path2",22137.2386246565,664
"Cell1626","Cell1626","Batch1","Path2",22506.6755075024,622
"Cell1629","Cell1629","Batch1","Path1",21462.6037802584,572
"Cell1630","Cell1630","Batch1","Path2",22476.5045082003,943
"Cell1631","Cell1631","Batch1","Path2",23199.4342858972,891
"Cell1633","Cell1633","Batch1","Path1",20909.771503228,880
"Cell1635","Cell1635","Batch1","Path3",20115.7444324491,907
"Cell1636","Cell1636","Batch1","Path2",21982.4721265018,593
"Cell1638","Cell1638","Batch1","Path1",22800.3492945338,404
"Cell1641","Cell1641","Batch1","Path3",22349.0416025941,790
"Cell1643","Cell1643","Batch1","Path1",21856.0677758951,618
"Cell1645","Cell1645","Batch1","Path3",21733.9668245373,889
"Cell1648","Cell1648","Batch1","Path3",22329.5798170362,987
"Cell1661","Cell1661","Batch1","Path3",21112.4568804534,651
"Cell1662","Cell1662","Batch1","Path2",21575.6992135838,652
"Cell1663","Cell1663","Batch1","Path1",22556.0203213809,620
"Cell1665","Cell1665","Batch1","Path3",20553.5325728252,682
"Cell1666","Cell1666","Batch1","Path1",21538.2390096439,407
"Cell1667","Cell1667","Batch1","Path3",22177.3737742924,445
"Cell1668","Cell1668","Batch1","Path1",22690.1558950026,654
"Cell1669","Cell1669","Batch1","Path3",21004.7943183693,933
"Cell1671","Cell1671","Batch1","Path3",22690.3233104505,728
"Cell1672","Cell1672","Batch1","Path1",22474.1635554217,550
"Cell1673","Cell1673","Batch1","Path2",19966.9934798119,744
"Cell1676","Cell1676","Batch1","Path3",21161.377736956,954
"Cell1678","Cell1678","Batch1","Path3",24042.6767871021,510
"Cell1680","Cell1680","Batch1","Path2",21376.873273539,893
"Cell1683","Cell1683","Batch1","Path3",21575.1024450207,827
"Cell1684","Cell1684","Batch1","Path1",23505.5347240997,577
"Cell1686","Cell1686","Batch1","Path1",22620.1648078774,491
"Cell1690","Cell1690","Batch1","Path2",20799.8499021151,995
"Cell1691","Cell1691","Batch1","Path2",22387.6122987595,928
"Cell1693","Cell1693","Batch1","Path2",21685.3271078847,921
"Cell1694","Cell1694","Batch1","Path1",23889.3521910299,487
"Cell1695","Cell1695","Batch1","Path1",20713.3708744732,519
"Cell1696","Cell1696","Batch1","Path3",22643.7388002341,729
"Cell1697","Cell1697","Batch1","Path1",23879.0611457487,498
"Cell1698","Cell1698","Batch1","Path3",21340.93968356,536
"Cell1700","Cell1700","Batch1","Path1",21838.0628684945,731
"Cell1701","Cell1701","Batch1","Path2",21722.6481068616,893
"Cell1702","Cell1702","Batch1","Path2",21833.9229058379,907
"Cell1703","Cell1703","Batch1","Path2",21417.0396029379,922
"Cell1704","Cell1704","Batch1","Path3",21700.5257021695,886
"Cell1705","Cell1705","Batch1","Path2",21828.8280592265,868
"Cell1706","Cell1706","Batch1","Path3",21760.2966522206,430
"Cell1707","Cell1707","Batch1","Path1",20077.0749062871,706
"Cell1708","Cell1708","Batch1","Path1",22736.4240847247,723
"Cell1709","Cell1709","Batch1","Path1",20763.3571733425,961
"Cell1711","Cell1711","Batch1","Path3",22868.8468447642,724
"Cell1712","Cell1712","Batch1","Path3",21271.5900511537,962
"Cell1714","Cell1714","Batch1","Path1",22875.0387011405,416
"Cell1715","Cell1715","Batch1","Path1",21549.1119726451,990
"Cell1716","Cell1716","Batch1","Path3",23730.7809815525,506
"Cell1720","Cell1720","Batch1","Path1",20032.4741897862,556
"Cell1721","Cell1721","Batch1","Path2",22062.401739411,625
"Cell1722","Cell1722","Batch1","Path1",23023.3863621208,545
"Cell1723","Cell1723","Batch1","Path1",21526.3048151414,877
"Cell1724","Cell1724","Batch1","Path1",20028.0563579515,792
"Cell1726","Cell1726","Batch1","Path2",23862.1197645308,468
"Cell1727","Cell1727","Batch1","Path2",23514.8031681817,937
"Cell1729","Cell1729","Batch1","Path2",22442.7418990507,638
"Cell1731","Cell1731","Batch1","Path2",21072.1808239521,893
"Cell1732","Cell1732","Batch1","Path2",21856.9059462482,990
"Cell1733","Cell1733","Batch1","Path2",22133.82638617,879
"Cell1734","Cell1734","Batch1","Path1",22205.4399606121,978
"Cell1735","Cell1735","Batch1","Path3",22960.0755886501,466
"Cell1736","Cell1736","Batch1","Path2",21137.6023717603,953
"Cell1737","Cell1737","Batch1","Path2",21089.9837094258,852
"Cell1738","Cell1738","Batch1","Path3",23092.8279997754,993
"Cell1739","Cell1739","Batch1","Path3",22319.1222830286,622
"Cell1740","Cell1740","Batch1","Path2",21939.5183437919,595
"Cell1741","Cell1741","Batch1","Path2",20855.3297018559,837
"Cell1742","Cell1742","Batch1","Path1",22914.8925979541,594
"Cell1743","Cell1743","Batch1","Path2",23119.6763163168,934
"Cell1744","Cell1744","Batch1","Path2",20600.1970482289,923
"Cell1747","Cell1747","Batch1","Path2",21735.7031243564,793
"Cell1748","Cell1748","Batch1","Path1",22988.9830458246,643
"Cell1749","Cell1749","Batch1","Path1",22603.4223606026,408
"Cell1750","Cell1750","Batch1","Path2",20741.8331833434,956
"Cell1751","Cell1751","Batch1","Path2",22849.9523264188,634
"Cell1753","Cell1753","Batch1","Path1",22615.3281906621,849
"Cell1754","Cell1754","Batch1","Path2",21258.357746262,960
"Cell1755","Cell1755","Batch1","Path2",22203.9558582002,996
"Cell1757","Cell1757","Batch1","Path3",22039.377563176,502
"Cell1758","Cell1758","Batch1","Path1",22734.8514731445,994
"Cell1760","Cell1760","Batch1","Path1",22208.6321324828,958
"Cell1761","Cell1761","Batch1","Path1",21132.0889433633,454
"Cell1762","Cell1762","Batch1","Path3",20920.0542309711,897
"Cell1763","Cell1763","Batch1","Path3",21576.8042209567,786
"Cell1764","Cell1764","Batch1","Path1",22817.9087247506,870
"Cell1765","Cell1765","Batch1","Path1",19766.3809993157,435
"Cell1767","Cell1767","Batch1","Path1",21913.6576003818,970
"Cell1769","Cell1769","Batch1","Path1",21222.5615681144,693
"Cell1770","Cell1770","Batch1","Path2",21657.9860017224,407
"Cell1771","Cell1771","Batch1","Path3",23087.1255775476,780
"Cell1773","Cell1773","Batch1","Path1",23208.1469668405,461
"Cell1774","Cell1774","Batch1","Path2",22064.0666265387,898
"Cell1776","Cell1776","Batch1","Path1",22103.2289835623,485
"Cell1777","Cell1777","Batch1","Path3",21214.8519702561,801
"Cell1778","Cell1778","Batch1","Path2",20868.3253398879,732
"Cell1779","Cell1779","Batch1","Path1",22993.0563249735,921
"Cell1780","Cell1780","Batch1","Path3",19460.3229792483,611
"Cell1782","Cell1782","Batch1","Path3",22368.8465057561,696
"Cell1783","Cell1783","Batch1","Path3",21258.574783348,858
"Cell1784","Cell1784","Batch1","Path1",22982.2862255919,829
"Cell1785","Cell1785","Batch1","Path1",20928.9349156288,650
"Cell1787","Cell1787","Batch1","Path3",23786.4331468402,588
"Cell1792","Cell1792","Batch1","Path2",22009.6340195719,979
"Cell1793","Cell1793","Batch1","Path2",22183.0448218387,422
"Cell1795","Cell1795","Batch1","Path1",23112.7613349248,589
"Cell1796","Cell1796","Batch1","Path3",22822.9697904358,587
"Cell1797","Cell1797","Batch1","Path1",21539.3991126499,799
"Cell1799","Cell1799","Batch1","Path3",21853.4926793817,404
"Cell1804","Cell1804","Batch1","Path3",22265.397390127,498
"Cell1807","Cell1807","Batch1","Path1",20777.7827725778,495
"Cell1809","Cell1809","Batch1","Path2",22084.2039291845,549
"Cell1810","Cell1810","Batch1","Path1",21577.4546208182,770
"Cell1812","Cell1812","Batch1","Path3",21276.1577313424,515
"Cell1814","Cell1814","Batch1","Path2",20649.0141611496,408
"Cell1815","Cell1815","Batch1","Path1",20842.5422460447,969
"Cell1816","Cell1816","Batch1","Path2",20558.2534629175,913
"Cell1817","Cell1817","Batch1","Path2",20738.5955411992,662
"Cell1818","Cell1818","Batch1","Path1",23549.6233502001,821
"Cell1820","Cell1820","Batch1","Path1",22768.2129332365,409
"Cell1821","Cell1821","Batch1","Path1",22107.1830804063,892
"Cell1822","Cell1822","Batch1","Path1",23407.6525914828,434
"Cell1824","Cell1824","Batch1","Path1",21159.3150531538,499
"Cell1825","Cell1825","Batch1","Path1",22628.980687933,769
"Cell1826","Cell1826","Batch1","Path1",24542.5883892167,762
"Cell1828","Cell1828","Batch1","Path3",23798.3268863762,764
"Cell1829","Cell1829","Batch1","Path1",22331.4863434282,428
"Cell1831","Cell1831","Batch1","Path1",21415.8500969788,684
"Cell1832","Cell1832","Batch1","Path3",21416.4414695289,714
"Cell1834","Cell1834","Batch1","Path2",22702.9158030915,711
"Cell1835","Cell1835","Batch1","Path2",20532.2082884041,468
"Cell1836","Cell1836","Batch1","Path3",21739.3549783774,791
"Cell1837","Cell1837","Batch1","Path2",21508.3098832223,559
"Cell1839","Cell1839","Batch1","Path3",21900.3705505852,706
"Cell1840","Cell1840","Batch1","Path1",23453.061521062,932
"Cell1841","Cell1841","Batch1","Path2",22785.9298385743,523
"Cell1843","Cell1843","Batch1","Path1",20778.8533919002,405
"Cell1844","Cell1844","Batch1","Path3",21683.1805395967,753
"Cell1846","Cell1846","Batch1","Path1",24338.8138554357,566
"Cell1847","Cell1847","Batch1","Path2",21669.6622818366,545
"Cell1848","Cell1848","Batch1","Path1",22418.3338792019,832
"Cell1849","Cell1849","Batch1","Path1",21524.0022428212,843
"Cell1850","Cell1850","Batch1","Path1",21825.7588219367,970
"Cell1851","Cell1851","Batch1","Path2",23506.1048231866,875
"Cell1852","Cell1852","Batch1","Path2",24056.356826047,456
"Cell1853","Cell1853","Batch1","Path3",22655.4244071863,638
"Cell1854","Cell1854","Batch1","Path2",24241.4387766107,676
"Cell1855","Cell1855","Batch1","Path1",23823.6658652599,553
"Cell1856","Cell1856","Batch1","Path1",23119.3526838968,776
"Cell1858","Cell1858","Batch1","Path2",21768.4187686546,582
"Cell1859","Cell1859","Batch1","Path3",21535.0387145525,541
"Cell1860","Cell1860","Batch1","Path3",20284.0481269178,519
"Cell1861","Cell1861","Batch1","Path2",23400.5736861522,448
"Cell1862","Cell1862","Batch1","Path2",20065.7958704591,578
"Cell1863","Cell1863","Batch1","Path3",23198.3273621405,844
"Cell1864","Cell1864","Batch1","Path1",22553.1041897253,447
"Cell1866","Cell1866","Batch1","Path2",22299.7775972327,665
"Cell1867","Cell1867","Batch1","Path1",22715.1218271184,631
"Cell1868","Cell1868","Batch1","Path2",21628.0183745774,455
"Cell1870","Cell1870","Batch1","Path2",20300.8491442497,656
"Cell1872","Cell1872","Batch1","Path2",22355.5551883878,887
"Cell1873","Cell1873","Batch1","Path3",23213.3833614225,568
"Cell1874","Cell1874","Batch1","Path1",22301.256547828,470
"Cell1875","Cell1875","Batch1","Path3",19945.290180818,794
"Cell1876","Cell1876","Batch1","Path3",24332.0369450157,728
"Cell1878","Cell1878","Batch1","Path1",24741.4803598016,869
"Cell1879","Cell1879","Batch1","Path3",21409.0074818286,523
"Cell1881","Cell1881","Batch1","Path3",20684.370650993,951
"Cell1883","Cell1883","Batch1","Path3",22146.7516067923,580
"Cell1884","Cell1884","Batch1","Path1",23881.3043298862,907
"Cell1885","Cell1885","Batch1","Path2",25033.9053119862,759
"Cell1886","Cell1886","Batch1","Path1",21533.833292786,481
"Cell1888","Cell1888","Batch1","Path2",22777.2952067572,848
"Cell1891","Cell1891","Batch1","Path3",21842.6087792802,828
"Cell1892","Cell1892","Batch1","Path3",20673.493264865,652
"Cell1893","Cell1893","Batch1","Path1",22351.8771906212,960
"Cell1895","Cell1895","Batch1","Path3",19264.7498823241,451
"Cell1897","Cell1897","Batch1","Path1",21387.1068383824,813
"Cell1902","Cell1902","Batch1","Path2",22734.6203688918,413
"Cell1903","Cell1903","Batch1","Path1",23713.9296705609,415
"Cell1904","Cell1904","Batch1","Path2",21412.0816783811,877
"Cell1905","Cell1905","Batch1","Path3",21102.5425910887,526
"Cell1906","Cell1906","Batch1","Path1",21853.6456620946,649
"Cell1907","Cell1907","Batch1","Path3",20625.5051426181,413
"Cell1908","Cell1908","Batch1","Path3",21226.7464146515,838
"Cell1909","Cell1909","Batch1","Path1",22959.52419634,767
"Cell1910","Cell1910","Batch1","Path1",23144.8145534171,669
"Cell1912","Cell1912","Batch1","Path2",20949.9865279302,578
"Cell1914","Cell1914","Batch1","Path2",22191.1571892308,625
"Cell1915","Cell1915","Batch1","Path1",22336.8836947132,692
"Cell1917","Cell1917","Batch1","Path2",21538.4448365807,684
"Cell1920","Cell1920","Batch1","Path3",20738.8960094261,747
"Cell1922","Cell1922","Batch1","Path1",21863.4384174573,964
"Cell1923","Cell1923","Batch1","Path3",21328.2848525055,726
"Cell1928","Cell1928","Batch1","Path2",21918.7808960823,890
"Cell1929","Cell1929","Batch1","Path2",21868.2909876488,440
"Cell1930","Cell1930","Batch1","Path2",23265.0639782884,425
"Cell1931","Cell1931","Batch1","Path2",21475.8426974071,850
"Cell1934","Cell1934","Batch1","Path1",21822.9559661249,823
"Cell1935","Cell1935","Batch1","Path3",22580.4491324915,888
"Cell1937","Cell1937","Batch1","Path3",22582.0298971858,794
"Cell1940","Cell1940","Batch1","Path2",21678.3189010249,781
"Cell1944","Cell1944","Batch1","Path1",21907.257412323,769
"Cell1946","Cell1946","Batch1","Path2",22304.6985295519,927
"Cell1948","Cell1948","Batch1","Path3",22977.7979175059,642
"Cell1949","Cell1949","Batch1","Path2",21286.4194102452,534
"Cell1952","Cell1952","Batch1","Path1",19252.5405289572,587
"Cell1953","Cell1953","Batch1","Path3",21933.45046799,493
"Cell1954","Cell1954","Batch1","Path2",21393.2438920956,621
"Cell1958","Cell1958","Batch1","Path2",21385.3721880806,986
"Cell1961","Cell1961","Batch1","Path1",21067.3713994925,988
"Cell1962","Cell1962","Batch1","Path2",21949.0397496398,781
"Cell1963","Cell1963","Batch1","Path3",24355.7445912041,702
"Cell1965","Cell1965","Batch1","Path1",21525.9409730037,801
"Cell1967","Cell1967","Batch1","Path3",21080.8043091475,743
"Cell1970","Cell1970","Batch1","Path3",23544.1417652447,788
"Cell1973","Cell1973","Batch1","Path3",24465.3141121874,505
"Cell1975","Cell1975","Batch1","Path1",20976.6580304078,938
"Cell1976","Cell1976","Batch1","Path1",20753.3901553785,904
"Cell1977","Cell1977","Batch1","Path1",21488.7560799993,471
"Cell1980","Cell1980","Batch1","Path2",21590.3711737898,918
"Cell1982","Cell1982","Batch1","Path2",22299.4518863005,831
"Cell1984","Cell1984","Batch1","Path1",21864.8823738668,522
"Cell1988","Cell1988","Batch1","Path2",23936.3954980578,807
"Cell1990","Cell1990","Batch1","Path3",20861.9690938612,458
"Cell1992","Cell1992","Batch1","Path3",22924.2092719064,711
"Cell1993","Cell1993","Batch1","Path1",21648.168565032,661
"Cell1995","Cell1995","Batch1","Path2",20634.2983899626,842
"Cell1996","Cell1996","Batch1","Path2",21744.6779559676,608
"Cell1999","Cell1999","Batch1","Path2",22979.2734557319,467
"Cell2002","Cell2002","Batch1","Path3",21238.9571689257,586
"Cell2004","Cell2004","Batch1","Path2",23054.364850157,567
"Cell2005","Cell2005","Batch1","Path3",23114.0288761855,484
"Cell2007","Cell2007","Batch1","Path3",23350.3043014171,806
"Cell2008","Cell2008","Batch1","Path3",22466.9363716616,790
"Cell2009","Cell2009","Batch1","Path1",21353.6992444137,958
"Cell2010","Cell2010","Batch1","Path1",21887.8519262587,538
"Cell2011","Cell2011","Batch1","Path1",21465.3577259283,691
"Cell2013","Cell2013","Batch1","Path3",22606.879561437,734
"Cell2014","Cell2014","Batch1","Path1",22759.6859527203,400
"Cell2016","Cell2016","Batch1","Path1",22249.8164068141,815
"Cell2017","Cell2017","Batch1","Path1",23134.2172601518,762
"Cell2018","Cell2018","Batch1","Path2",22101.7060055808,982
"Cell2019","Cell2019","Batch1","Path3",20789.0630077547,907
"Cell2020","Cell2020","Batch1","Path2",22053.7807666869,609
"Cell2022","Cell2022","Batch1","Path2",20808.5585462914,446
"Cell2023","Cell2023","Batch1","Path1",23339.4775757181,811
"Cell2026","Cell2026","Batch1","Path3",23002.8903992213,959
"Cell2028","Cell2028","Batch1","Path3",21328.9274624723,442
"Cell2031","Cell2031","Batch1","Path2",21401.5325571652,571
"Cell2033","Cell2033","Batch1","Path1",22018.8494282429,823
"Cell2034","Cell2034","Batch1","Path1",23408.5561282573,811
"Cell2036","Cell2036","Batch1","Path3",22654.8325164617,721
"Cell2037","Cell2037","Batch1","Path3",21214.1432001168,402
"Cell2038","Cell2038","Batch1","Path1",21924.7826131041,935
"Cell2042","Cell2042","Batch1","Path3",21492.8694374187,991
"Cell2043","Cell2043","Batch1","Path2",20710.9333458561,602
"Cell2044","Cell2044","Batch1","Path1",21663.1940000933,701
"Cell2046","Cell2046","Batch1","Path2",23240.9408707118,497
"Cell2050","Cell2050","Batch1","Path1",24731.480708922,933
"Cell2051","Cell2051","Batch1","Path2",23083.3160053852,542
"Cell2052","Cell2052","Batch1","Path2",20532.8629166552,779
"Cell2053","Cell2053","Batch1","Path1",21809.0059116818,413
"Cell2054","Cell2054","Batch1","Path3",20867.8758994547,634
"Cell2055","Cell2055","Batch1","Path2",21811.9206184697,711
"Cell2058","Cell2058","Batch1","Path1",22627.1368128468,995
"Cell2059","Cell2059","Batch1","Path1",22414.8986863053,853
"Cell2060","Cell2060","Batch1","Path2",23050.7790787356,771
"Cell2061","Cell2061","Batch1","Path3",21931.3128216015,823
"Cell2064","Cell2064","Batch1","Path1",23533.9936661209,414
"Cell2065","Cell2065","Batch1","Path2",24346.5091856257,838
"Cell2066","Cell2066","Batch1","Path2",22618.7221717064,730
"Cell2067","Cell2067","Batch1","Path1",22935.2500085978,588
"Cell2069","Cell2069","Batch1","Path1",21803.0529233107,721
"Cell2070","Cell2070","Batch1","Path3",22944.5149117539,808
"Cell2072","Cell2072","Batch1","Path1",23900.5408987738,904
"Cell2073","Cell2073","Batch1","Path2",22508.2508223826,539
"Cell2074","Cell2074","Batch1","Path2",23507.0384335463,484
"Cell2075","Cell2075","Batch1","Path2",21857.2813666832,757
"Cell2076","Cell2076","Batch1","Path1",21114.098060305,413
"Cell2077","Cell2077","Batch1","Path1",21720.6490577944,659
"Cell2078","Cell2078","Batch1","Path2",21853.1587023874,907
"Cell2080","Cell2080","Batch1","Path2",21306.5182748445,550
"Cell2081","Cell2081","Batch1","Path3",22910.8006762537,402
"Cell2082","Cell2082","Batch1","Path2",20850.9317696228,513
"Cell2084","Cell2084","Batch1","Path2",21304.2980321373,559
"Cell2085","Cell2085","Batch1","Path3",21190.7067891364,805
"Cell2087","Cell2087","Batch1","Path2",20462.4117016691,801
"Cell2088","Cell2088","Batch1","Path2",23104.0656814794,755
"Cell2089","Cell2089","Batch1","Path1",20613.115067311,502
"Cell2090","Cell2090","Batch1","Path3",21544.6355196801,620
"Cell2092","Cell2092","Batch1","Path3",22666.9751273286,495
"Cell2096","Cell2096","Batch1","Path3",22295.2479743193,554
"Cell2097","Cell2097","Batch1","Path1",21213.1533366518,590
"Cell2098","Cell2098","Batch1","Path2",22268.0385960502,468
"Cell2100","Cell2100","Batch1","Path2",22472.6921411653,850
"Cell2101","Cell2101","Batch1","Path1",21987.5850614822,588
"Cell2102","Cell2102","Batch1","Path2",23884.9144007631,780
"Cell2103","Cell2103","Batch1","Path1",20260.0938798764,609
"Cell2104","Cell2104","Batch1","Path1",21273.1507271255,892
"Cell2108","Cell2108","Batch1","Path1",21902.0533173102,796
"Cell2113","Cell2113","Batch1","Path2",22194.9960176078,819
"Cell2116","Cell2116","Batch1","Path2",22807.2457022431,596
"Cell2117","Cell2117","Batch1","Path3",21412.6158680179,586
"Cell2118","Cell2118","Batch1","Path1",21807.2383162744,794
"Cell2119","Cell2119","Batch1","Path3",21544.5586096964,456
"Cell2120","Cell2120","Batch1","Path3",21122.1317209031,636
"Cell2122","Cell2122","Batch1","Path3",21830.330395756,832
"Cell2124","Cell2124","Batch1","Path2",19261.0661693494,741
"Cell2125","Cell2125","Batch1","Path2",22285.1074818345,805
"Cell2127","Cell2127","Batch1","Path2",22391.320349792,604
"Cell2131","Cell2131","Batch1","Path1",22110.0637683626,886
"Cell2134","Cell2134","Batch1","Path1",23090.5082212287,863
"Cell2136","Cell2136","Batch1","Path2",22533.5283839836,943
"Cell2137","Cell2137","Batch1","Path2",20324.2039707244,564
"Cell2138","Cell2138","Batch1","Path2",22072.545739207,998
"Cell2139","Cell2139","Batch1","Path1",22876.3513686163,705
"Cell2141","Cell2141","Batch1","Path3",20851.5645076053,789
"Cell2143","Cell2143","Batch1","Path3",20382.1179636141,503
"Cell2144","Cell2144","Batch1","Path2",20197.4384255617,800
"Cell2145","Cell2145","Batch1","Path3",22227.4453044471,692
"Cell2146","Cell2146","Batch1","Path1",22170.3699869318,877
"Cell2148","Cell2148","Batch1","Path2",21949.7954871694,580
"Cell2150","Cell2150","Batch1","Path1",24474.3410145627,411
"Cell2151","Cell2151","Batch1","Path3",22412.1689525988,597
"Cell2152","Cell2152","Batch1","Path3",20773.6614218468,496
"Cell2154","Cell2154","Batch1","Path1",22588.9653633055,468
"Cell2155","Cell2155","Batch1","Path2",22356.6037626106,872
"Cell2156","Cell2156","Batch1","Path3",22919.9461868151,495
"Cell2157","Cell2157","Batch1","Path3",23151.5415709194,684
"Cell2158","Cell2158","Batch1","Path3",20889.2408446766,425
"Cell2159","Cell2159","Batch1","Path3",22749.5603903182,833
"Cell2161","Cell2161","Batch1","Path3",22108.5099004275,754
"Cell2162","Cell2162","Batch1","Path1",22400.6379022283,765
"Cell2164","Cell2164","Batch1","Path1",20906.1267507282,487
"Cell2166","Cell2166","Batch1","Path3",21507.2516910562,877
"Cell2167","Cell2167","Batch1","Path2",22524.424594653,688
"Cell2170","Cell2170","Batch1","Path1",21475.072516314,611
"Cell2172","Cell2172","Batch1","Path2",21361.6988579875,447
"Cell2173","Cell2173","Batch1","Path1",23864.4153253942,633
"Cell2174","Cell2174","Batch1","Path2",22065.1297927533,926
"Cell2176","Cell2176","Batch1","Path2",21826.2338015919,969
"Cell2177","Cell2177","Batch1","Path3",22280.253070117,940
"Cell2178","Cell2178","Batch1","Path2",21099.7192630778,577
"Cell2179","Cell2179","Batch1","Path2",20512.3202217467,882
"Cell2180","Cell2180","Batch1","Path2",20815.4289980369,807
"Cell2181","Cell2181","Batch1","Path2",22164.8819707376,509
"Cell2183","Cell2183","Batch1","Path2",22799.1367466866,829
"Cell2185","Cell2185","Batch1","Path2",21663.2594715088,959
"Cell2186","Cell2186","Batch1","Path2",21749.7078176347,543
"Cell2187","Cell2187","Batch1","Path2",23751.5699516733,494
"Cell2188","Cell2188","Batch1","Path2",21518.8437725044,546
"Cell2189","Cell2189","Batch1","Path2",21819.7524722165,862
"Cell2190","Cell2190","Batch1","Path2",21758.4514848593,584
"Cell2191","Cell2191","Batch1","Path3",22725.4750098971,694
"Cell2192","Cell2192","Batch1","Path2",20360.7537830311,445
"Cell2194","Cell2194","Batch1","Path2",22140.5847668391,578
"Cell2195","Cell2195","Batch1","Path2",21634.8324166736,840
"Cell2197","Cell2197","Batch1","Path2",22753.8856252589,960
"Cell2199","Cell2199","Batch1","Path3",21431.4110618455,592
"Cell2201","Cell2201","Batch1","Path2",21561.6742656567,718
"Cell2202","Cell2202","Batch1","Path3",21754.5888091334,545
"Cell2203","Cell2203","Batch1","Path3",21045.3627413761,583
"Cell2205","Cell2205","Batch1","Path3",21543.7647680726,919
"Cell2206","Cell2206","Batch1","Path2",22238.8449430986,478
"Cell2207","Cell2207","Batch1","Path3",22741.0212567454,580
"Cell2208","Cell2208","Batch1","Path2",20116.3326324948,460
"Cell2209","Cell2209","Batch1","Path2",21965.834296808,914
"Cell2210","Cell2210","Batch1","Path2",22141.4243806109,691
"Cell2211","Cell2211","Batch1","Path2",21769.812230674,437
"Cell2212","Cell2212","Batch1","Path2",22116.3823056636,406
"Cell2215","Cell2215","Batch1","Path1",21377.6602743516,435
"Cell2216","Cell2216","Batch1","Path2",23184.8888281257,997
